States,Districts,Crop,Year,Area,Production,Yield
Karnataka,Gadag,Rice,2022,2956,9938,3.36
Karnataka,Gulbarga,Rice,2012,2799,4834,1.73
Karnataka,Gulbarga,Rice,2013,4281,11335,2.65
Karnataka,Gulbarga,Rice,2014,1556,2887,1.86
Karnataka,Gulbarga,Rice,2015,3720,8065,2.17
Karnataka,Gulbarga,Rice,2016,3537,13760,3.89
Karnataka,Gulbarga,Rice,2017,2800,10637,3.8
Karnataka,Gulbarga,Rice,2018,7945,25179,3.17
Karnataka,Gulbarga,Rice,2019,7040,26050,3.7
Karnataka,Gulbarga,Rice,2020,8516,27788,3.26
Karnataka,Gulbarga,Rice,2021,8728,35098,4.02
Karnataka,Gulbarga,Rice,2022,7847,34355,4.38
Karnataka,Hassan,Rice,2012,48265,105184,2.18
Karnataka,Hassan,Rice,2013,50260,153841,3.06
Karnataka,Hassan,Rice,2014,45653,140563,3.08
Karnataka,Hassan,Rice,2015,41719,114341,2.74
Karnataka,Hassan,Rice,2016,25838,52504,2.03
Karnataka,Hassan,Rice,2017,21016,67562,3.21
Karnataka,Hassan,Rice,2018,46250,109053,2.36
Karnataka,Hassan,Rice,2019,42301,124617,2.95
Karnataka,Hassan,Rice,2020,38962,96976,2.49
Karnataka,Hassan,Rice,2021,34413,79877,2.32
Karnataka,Hassan,Rice,2022,31661,74609,2.36
Karnataka,Haveri,Rice,2012,46099,37313,0.81
Karnataka,Haveri,Rice,2013,41051,101006,2.46
Karnataka,Haveri,Rice,2014,39894,99031,2.48
Karnataka,Haveri,Rice,2015,38857,39609,1.02
Karnataka,Haveri,Rice,2016,32015,32999,1.03
Karnataka,Haveri,Rice,2017,23672,43762,1.85
Karnataka,Haveri,Rice,2018,31892,43446,1.36
Karnataka,Haveri,Rice,2019,29195,45763,1.57
Karnataka,Haveri,Rice,2020,33716,76738,2.28
Karnataka,Haveri,Rice,2021,31076,51964,1.67
Karnataka,Haveri,Rice,2022,27869,49558,1.78
Karnataka,Kodagu,Rice,2012,31281,77621,2.48
Karnataka,Kodagu,Rice,2013,31917,91843,2.88
Karnataka,Kodagu,Rice,2014,30899,86741,2.81
Karnataka,Kodagu,Rice,2015,28285,76340,2.7
Karnataka,Kodagu,Rice,2016,27890,67828,2.43
Karnataka,Kodagu,Rice,2017,27154,64207,2.36
Karnataka,Kodagu,Rice,2018,19006,53228,2.8
Karnataka,Kodagu,Rice,2019,27848,71298,2.56
Karnataka,Kodagu,Rice,2020,21328,56370,2.64
Karnataka,Kodagu,Rice,2021,19801,52380,2.65
Karnataka,Kodagu,Rice,2022,13171,33858,2.57
Karnataka,Kolar,Rice,2012,3909,8552,2.19
Karnataka,Kolar,Rice,2013,1917,3278,1.71
Karnataka,Kolar,Rice,2014,344,873,2.54
Karnataka,Kolar,Rice,2015,395,611,1.55
Karnataka,Kolar,Rice,2016,1232,2385,1.94
Karnataka,Kolar,Rice,2017,753,2366,3.14
Karnataka,Kolar,Rice,2018,3223,6026,1.87
Karnataka,Kolar,Rice,2019,1148,2732,2.38
Karnataka,Kolar,Rice,2020,3830,10724,2.8
Karnataka,Kolar,Rice,2021,3860,7812,2.02
Karnataka,Kolar,Rice,2022,2661,6584,2.47
Karnataka,Koppal,Rice,2012,41047,131451,3.2
Karnataka,Koppal,Rice,2013,39740,134099,3.37
Karnataka,Koppal,Rice,2014,39439,145559,3.69
Karnataka,Koppal,Rice,2015,40917,145767,3.56
Karnataka,Koppal,Rice,2016,36777,132066,3.59
Karnataka,Koppal,Rice,2017,36285,171009,4.71
Karnataka,Koppal,Rice,2018,60971,202555,3.32
Karnataka,Koppal,Rice,2019,56290,224490,3.99
Karnataka,Koppal,Rice,2020,60673,242146,3.99
Karnataka,Koppal,Rice,2021,57946,194102,3.35
Karnataka,Koppal,Rice,2022,58477,236793,4.05
Karnataka,Mandya,Rice,2012,47709,148389,3.11
Karnataka,Mandya,Rice,2013,52305,183107,3.5
Karnataka,Mandya,Rice,2014,51037,189916,3.72
Karnataka,Mandya,Rice,2015,52495,194294,3.7
Karnataka,Mandya,Rice,2016,43488,113075,2.6
Karnataka,Mandya,Rice,2017,12366,34526,2.79
Karnataka,Mandya,Rice,2018,58464,188561,3.23
Karnataka,Mandya,Rice,2019,52192,156680,3
Karnataka,Mandya,Rice,2020,57238,179269,3.13
Karnataka,Mandya,Rice,2021,55751,168081,3.01
Karnataka,Mandya,Rice,2022,59183,174954,2.96
Karnataka,Mysore,Rice,2012,87894,276550,3.15
Karnataka,Mysore,Rice,2013,91737,311039,3.39
Karnataka,Mysore,Rice,2014,94359,319929,3.39
Karnataka,Mysore,Rice,2015,88740,300709,3.39
Karnataka,Mysore,Rice,2016,64775,186578,2.88
Karnataka,Mysore,Rice,2017,57177,175013,3.06
Karnataka,Mysore,Rice,2018,91304,274615,3.01
Karnataka,Mysore,Rice,2019,76138,239705,3.15
Karnataka,Mysore,Rice,2020,76458,231515,3.03
Karnataka,Mysore,Rice,2021,79937,251926,3.15
Karnataka,Mysore,Rice,2022,84130,258745,3.08
Karnataka,Raichur,Rice,2012,113989,354865,3.11
Karnataka,Raichur,Rice,2013,107557,347511,3.23
Karnataka,Raichur,Rice,2014,97935,320982,3.28
Karnataka,Raichur,Rice,2015,104129,328423,3.15
Karnataka,Raichur,Rice,2016,109850,441954,4.02
Karnataka,Raichur,Rice,2017,90242,260533,2.89
Karnataka,Raichur,Rice,2018,162181,434791,2.68
Karnataka,Raichur,Rice,2019,143692,510947,3.56
Karnataka,Raichur,Rice,2020,187324,723258,3.86
Karnataka,Raichur,Rice,2021,186825,582937,3.12
Karnataka,Raichur,Rice,2022,170697,683359,4
Karnataka,Ramanagara,Rice,2012,6340,15407,2.43
Karnataka,Ramanagara,Rice,2013,5321,13931,2.62
Karnataka,Ramanagara,Rice,2014,4617,10759,2.33
Karnataka,Ramanagara,Rice,2015,4092,9466,2.31
Karnataka,Ramanagara,Rice,2016,3967,6467,1.63
Karnataka,Ramanagara,Rice,2017,4028,11629,2.89
Karnataka,Ramanagara,Rice,2018,3024,6610,2.19
Karnataka,Ramanagara,Rice,2019,2463,7815,3.17
Karnataka,Ramanagara,Rice,2020,3437,9335,2.72
Karnataka,Ramanagara,Rice,2021,2974,8344,2.81
Karnataka,Ramanagara,Rice,2022,2962,7621,2.57
Karnataka,Shimoga,Rice,2012,107987,279757,2.59
Karnataka,Shimoga,Rice,2013,108268,326666,3.02
Karnataka,Shimoga,Rice,2014,105581,313744,2.97
Karnataka,Shimoga,Rice,2015,101920,262103,2.57
Karnataka,Shimoga,Rice,2016,100726,207455,2.06
Karnataka,Shimoga,Rice,2017,84105,205103,2.44
Karnataka,Shimoga,Rice,2018,85248,216151,2.54
Karnataka,Shimoga,Rice,2019,82004,225376,2.75
Karnataka,Shimoga,Rice,2020,76005,210002,2.76
Karnataka,Shimoga,Rice,2021,73635,194838,2.65
Karnataka,Shimoga,Rice,2022,70613,179305,2.54
Karnataka,Tumkur,Rice,2012,14298,36131,2.53
Karnataka,Tumkur,Rice,2013,11659,34225,2.94
Karnataka,Tumkur,Rice,2014,7636,22713,2.97
Karnataka,Tumkur,Rice,2015,7437,20821,2.8
Karnataka,Tumkur,Rice,2016,10508,25456,2.42
Karnataka,Tumkur,Rice,2017,4289,10802,2.52
Karnataka,Tumkur,Rice,2018,6432,17152,2.67
Karnataka,Tumkur,Rice,2019,1493,4437,2.97
Karnataka,Tumkur,Rice,2020,3387,9985,2.95
Karnataka,Tumkur,Rice,2021,2989,7209,2.41
Karnataka,Tumkur,Rice,2022,3341,8512,2.55
Karnataka,Udupi,Rice,2012,44563,110579,2.48
Karnataka,Udupi,Rice,2013,44663,120373,2.7
Karnataka,Udupi,Rice,2014,43013,119359,2.77
Karnataka,Udupi,Rice,2015,43209,109928,2.54
Karnataka,Udupi,Rice,2016,43506,118991,2.74
Karnataka,Udupi,Rice,2017,42553,131382,3.09
Karnataka,Udupi,Rice,2018,30928,91112,2.95
Karnataka,Udupi,Rice,2019,34553,99526,2.88
Karnataka,Udupi,Rice,2020,35285,102327,2.9
Karnataka,Udupi,Rice,2021,36987,110499,2.99
Karnataka,Udupi,Rice,2022,35065,102676,2.93
Karnataka,Uttar kannad,Rice,2012,71506,144149,2.02
Karnataka,Uttar kannad,Rice,2013,67136,163211,2.43
Karnataka,Uttar kannad,Rice,2014,65865,145604,2.21
Karnataka,Uttar kannad,Rice,2015,65275,106597,1.63
Karnataka,Uttar kannad,Rice,2016,64838,126334,1.95
Karnataka,Uttar kannad,Rice,2017,60935,119597,1.96
Karnataka,Uttar kannad,Rice,2018,52158,108713,2.08
Karnataka,Uttar kannad,Rice,2019,46275,105639,2.28
Karnataka,Uttar kannad,Rice,2020,45554,97486,2.14
Karnataka,Uttar kannad,Rice,2021,44500,97296,2.19
Karnataka,Uttar kannad,Rice,2022,38053,79648,2.09
Karnataka,Vijayanagar,Rice,2022,13550,55196,4.07
Karnataka,Yadgir,Rice,2012,48612,64608,1.33
Karnataka,Yadgir,Rice,2013,50943,101680,2
Karnataka,Yadgir,Rice,2014,51456,146014,2.84
Karnataka,Yadgir,Rice,2015,42891,89398,2.08
Karnataka,Yadgir,Rice,2016,61780,209292,3.39
Karnataka,Yadgir,Rice,2017,57955,220339,3.8
Karnataka,Yadgir,Rice,2018,95558,268891,2.81
Karnataka,Yadgir,Rice,2019,87474,321847,3.68
Karnataka,Yadgir,Rice,2020,100114,328975,3.29
Karnataka,Yadgir,Rice,2021,95695,346206,3.62
Karnataka,Yadgir,Rice,2022,89638,317655,3.54
Madhya Pradesh,Alirajpur,Cotton(lint),2012,7239,9035,1.25
Madhya Pradesh,Alirajpur,Cotton(lint),2013,7870,16717,2.12
Madhya Pradesh,Alirajpur,Cotton(lint),2014,27000,27000,1
Madhya Pradesh,Alirajpur,Cotton(lint),2015,9000,11000,1.22
Madhya Pradesh,Alirajpur,Cotton(lint),2016,7000,7000,1
Madhya Pradesh,Alirajpur,Cotton(lint),2017,9000,9250,1.03
Madhya Pradesh,Alirajpur,Cotton(lint),2018,11171,21527,1.93
Madhya Pradesh,Alirajpur,Cotton(lint),2019,20379,25718,1.26
Madhya Pradesh,Alirajpur,Cotton(lint),2020,17143,21634,1.26
Madhya Pradesh,Alirajpur,Cotton(lint),2021,18839,141847.05,7.53
Madhya Pradesh,Alirajpur,Cotton(lint),2022,22403,22739,1.01
Madhya Pradesh,Barwani,Cotton(lint),2012,64488,308540,4.78
Madhya Pradesh,Barwani,Cotton(lint),2013,65882,198850,3.02
Madhya Pradesh,Barwani,Cotton(lint),2014,76000,81000,1.07
Madhya Pradesh,Barwani,Cotton(lint),2015,70000,80000,1.14
Madhya Pradesh,Barwani,Cotton(lint),2016,62000,135000,2.18
Madhya Pradesh,Barwani,Cotton(lint),2017,64000,132160,2.07
Madhya Pradesh,Barwani,Cotton(lint),2018,72709,265679,3.65
Madhya Pradesh,Barwani,Cotton(lint),2019,81857,133591,1.63
Madhya Pradesh,Barwani,Cotton(lint),2020,79136,140862,1.78
Madhya Pradesh,Barwani,Cotton(lint),2021,76869,804864.7,10.47
Madhya Pradesh,Barwani,Cotton(lint),2022,90095,179289,1.99
Madhya Pradesh,Betul,Cotton(lint),2012,320,505,1.58
Madhya Pradesh,Betul,Cotton(lint),2013,214,221,1.03
Madhya Pradesh,Betul,Cotton(lint),2014,5000,5000,1
Madhya Pradesh,Betul,Cotton(lint),2017,300,460,1.53
Madhya Pradesh,Betul,Cotton(lint),2018,529,295,0.56
Madhya Pradesh,Betul,Cotton(lint),2019,1613,903,0.56
Madhya Pradesh,Betul,Cotton(lint),2020,1280,960,0.75
Madhya Pradesh,Betul,Cotton(lint),2021,904,4547.05,5.03
Madhya Pradesh,Betul,Cotton(lint),2022,1575,1024,0.65
Madhya Pradesh,Bhind,Cotton(lint),2019,2,1,0.5
Madhya Pradesh,Burhanpur,Cotton(lint),2012,43248,74596,1.72
Madhya Pradesh,Burhanpur,Cotton(lint),2013,42221,119578,2.83
Madhya Pradesh,Burhanpur,Cotton(lint),2014,61000,51000,0.84
Madhya Pradesh,Burhanpur,Cotton(lint),2015,43000,48000,1.12
Madhya Pradesh,Burhanpur,Cotton(lint),2016,45000,98000,2.18
Madhya Pradesh,Burhanpur,Cotton(lint),2017,47100,95000,2.02
Madhya Pradesh,Burhanpur,Cotton(lint),2018,13485,43678,3.24
Madhya Pradesh,Burhanpur,Cotton(lint),2019,35819,64188,1.79
Madhya Pradesh,Burhanpur,Cotton(lint),2020,27800,50318,1.81
Madhya Pradesh,Burhanpur,Cotton(lint),2021,23467,220588.23,9.4
Madhya Pradesh,Burhanpur,Cotton(lint),2022,26342,51499,1.96
Madhya Pradesh,Chhatarpur,Cotton(lint),2018,16,24,1.5
Madhya Pradesh,Chhindwara,Cotton(lint),2012,33774,36671,1.09
Madhya Pradesh,Chhindwara,Cotton(lint),2013,34093,38227,1.12
Madhya Pradesh,Chhindwara,Cotton(lint),2014,15000,10000,0.67
Madhya Pradesh,Chhindwara,Cotton(lint),2015,44000,51000,1.16
Madhya Pradesh,Chhindwara,Cotton(lint),2016,45000,48000,1.07
Madhya Pradesh,Chhindwara,Cotton(lint),2017,47600,53360,1.12
Madhya Pradesh,Chhindwara,Cotton(lint),2018,17462,30698,1.76
Madhya Pradesh,Chhindwara,Cotton(lint),2019,58194,139840,2.4
Madhya Pradesh,Chhindwara,Cotton(lint),2020,51245,128625,2.51
Madhya Pradesh,Chhindwara,Cotton(lint),2021,50152,634276.4,12.65
Madhya Pradesh,Chhindwara,Cotton(lint),2022,59386,101550,1.71
Madhya Pradesh,Damoh,Cotton(lint),2021,4,23.53,5.88
Madhya Pradesh,Datia,Cotton(lint),2018,1,2,2
Madhya Pradesh,Datia,Cotton(lint),2021,1,5.88,5.88
Madhya Pradesh,Dewas,Cotton(lint),2012,7646,19898,2.6
Madhya Pradesh,Dewas,Cotton(lint),2013,6625,12930,1.95
Madhya Pradesh,Dewas,Cotton(lint),2014,8000,8000,1
Madhya Pradesh,Dewas,Cotton(lint),2015,9000,11000,1.22
Madhya Pradesh,Dewas,Cotton(lint),2016,11000,6000,0.55
Madhya Pradesh,Dewas,Cotton(lint),2017,6000,8700,1.45
Madhya Pradesh,Dewas,Cotton(lint),2018,300,433,1.44
Madhya Pradesh,Dewas,Cotton(lint),2019,1097,975,0.89
Madhya Pradesh,Dewas,Cotton(lint),2020,441,392,0.89
Madhya Pradesh,Dewas,Cotton(lint),2021,431,3676.47,8.53
Madhya Pradesh,Dewas,Cotton(lint),2022,561,813,1.45
Madhya Pradesh,Dhar,Cotton(lint),2012,98378,218068,2.22
Madhya Pradesh,Dhar,Cotton(lint),2013,96409,235076,2.44
Madhya Pradesh,Dhar,Cotton(lint),2014,108000,80000,0.74
Madhya Pradesh,Dhar,Cotton(lint),2015,92000,125000,1.36
Madhya Pradesh,Dhar,Cotton(lint),2016,101000,111000,1.1
Madhya Pradesh,Dhar,Cotton(lint),2017,98000,196000,2
Madhya Pradesh,Dhar,Cotton(lint),2018,81273,127842,1.57
Madhya Pradesh,Dhar,Cotton(lint),2019,103299,183872,1.78
Madhya Pradesh,Dhar,Cotton(lint),2020,100462,178822,1.78
Madhya Pradesh,Dhar,Cotton(lint),2021,110255,963111.76,8.74
Madhya Pradesh,Dhar,Cotton(lint),2022,117816,174957,1.49
Madhya Pradesh,Dindori,Cotton(lint),2018,7,10,1.43
Madhya Pradesh,Guna,Cotton(lint),2014,5000,3000,0.6
Madhya Pradesh,Guna,Cotton(lint),2018,71,48,0.68
Madhya Pradesh,Guna,Cotton(lint),2019,101,78,0.77
Madhya Pradesh,Guna,Cotton(lint),2020,27,21,0.78
Madhya Pradesh,Guna,Cotton(lint),2021,44,229.41,5.21
Madhya Pradesh,Guna,Cotton(lint),2022,23,18,0.78
Madhya Pradesh,Harda,Cotton(lint),2012,218,430,1.97
Madhya Pradesh,Harda,Cotton(lint),2013,100,157,1.57
Madhya Pradesh,Harda,Cotton(lint),2014,4000,3000,0.75
Madhya Pradesh,Harda,Cotton(lint),2017,50,80,1.6
Madhya Pradesh,Harda,Cotton(lint),2018,13,15,1.15
Madhya Pradesh,Harda,Cotton(lint),2019,23,16,0.7
Madhya Pradesh,Harda,Cotton(lint),2020,2,1,0.5
Madhya Pradesh,Harda,Cotton(lint),2021,12,82.35,6.86
Madhya Pradesh,Hoshangabad,Cotton(lint),2012,3,4,1.33
Madhya Pradesh,Indore,Cotton(lint),2013,38,35,0.92
Madhya Pradesh,Indore,Cotton(lint),2014,5000,3000,0.6
Madhya Pradesh,Indore,Cotton(lint),2017,400,440,1.1
Madhya Pradesh,Indore,Cotton(lint),2018,17,19,1.12
Madhya Pradesh,Indore,Cotton(lint),2019,185,100,0.54
Madhya Pradesh,Indore,Cotton(lint),2020,97,52,0.54
Madhya Pradesh,Indore,Cotton(lint),2021,68,211.76,3.11
Madhya Pradesh,Indore,Cotton(lint),2022,67,49,0.73
Madhya Pradesh,Jabalpur,Cotton(lint),2019,1,1,1
Madhya Pradesh,Jhabua,Cotton(lint),2012,21977,26335,1.2
Madhya Pradesh,Jhabua,Cotton(lint),2013,20845,62410,2.99
Madhya Pradesh,Jhabua,Cotton(lint),2014,21000,18000,0.86
Madhya Pradesh,Jhabua,Cotton(lint),2015,26000,41000,1.58
Madhya Pradesh,Jhabua,Cotton(lint),2016,26000,46000,1.77
Madhya Pradesh,Jhabua,Cotton(lint),2017,25000,25100,1
Madhya Pradesh,Jhabua,Cotton(lint),2018,5118,6551,1.28
Madhya Pradesh,Jhabua,Cotton(lint),2019,35267,32058,0.91
Madhya Pradesh,Jhabua,Cotton(lint),2020,28683,35280,1.23
Madhya Pradesh,Jhabua,Cotton(lint),2021,22543,115364.7,5.12
Madhya Pradesh,Jhabua,Cotton(lint),2022,23997,28700,1.2
Madhya Pradesh,Katni,Cotton(lint),2019,16,17,1.06
Madhya Pradesh,Katni,Cotton(lint),2020,10,11,1.1
Madhya Pradesh,Katni,Cotton(lint),2021,16,100,6.25
Madhya Pradesh,Katni,Cotton(lint),2022,39,41,1.05
Madhya Pradesh,Khandwa,Cotton(lint),2012,65194,94103,1.44
Madhya Pradesh,Khandwa,Cotton(lint),2013,57663,129552,2.25
Madhya Pradesh,Khandwa,Cotton(lint),2014,72000,106000,1.47
Madhya Pradesh,Khandwa,Cotton(lint),2015,53000,66000,1.25
Madhya Pradesh,Khandwa,Cotton(lint),2016,60000,85000,1.42
Madhya Pradesh,Khandwa,Cotton(lint),2017,58000,74180,1.28
Madhya Pradesh,Khandwa,Cotton(lint),2018,45941,47044,1.02
Madhya Pradesh,Khandwa,Cotton(lint),2019,62918,48950,0.78
Madhya Pradesh,Khandwa,Cotton(lint),2020,51092,63865,1.25
Madhya Pradesh,Khandwa,Cotton(lint),2021,51068,348464.7,6.82
Madhya Pradesh,Khandwa,Cotton(lint),2022,45901,60498,1.32
Madhya Pradesh,Khargone,Cotton(lint),2012,226938,311783,1.37
Madhya Pradesh,Khargone,Cotton(lint),2013,220210,369275,1.68
Madhya Pradesh,Khargone,Cotton(lint),2014,197000,313000,1.59
Madhya Pradesh,Khargone,Cotton(lint),2015,192000,255000,1.33
Madhya Pradesh,Khargone,Cotton(lint),2016,215000,379000,1.76
Madhya Pradesh,Khargone,Cotton(lint),2017,218000,311090,1.43
Madhya Pradesh,Khargone,Cotton(lint),2018,203715,331037,1.63
Madhya Pradesh,Khargone,Cotton(lint),2019,227660,194194,0.85
Madhya Pradesh,Khargone,Cotton(lint),2020,212333,242060,1.14
Madhya Pradesh,Khargone,Cotton(lint),2021,190032,1374935.3,7.24
Madhya Pradesh,Khargone,Cotton(lint),2022,191341,252953,1.32
Madhya Pradesh,Mandla,Cotton(lint),2019,1,,0
Madhya Pradesh,Mandla,Cotton(lint),2020,3,1,0.33
Madhya Pradesh,Mandsaur,Cotton(lint),2012,456,641,1.41
Madhya Pradesh,Mandsaur,Cotton(lint),2013,403,675,1.67
Madhya Pradesh,Mandsaur,Cotton(lint),2014,5000,4000,0.8
Madhya Pradesh,Mandsaur,Cotton(lint),2017,200,250,1.25
Madhya Pradesh,Mandsaur,Cotton(lint),2018,15,15,1
Madhya Pradesh,Mandsaur,Cotton(lint),2019,14,10,0.71
Madhya Pradesh,Morena,Cotton(lint),2018,44,92,2.09
Madhya Pradesh,Morena,Cotton(lint),2019,25,29,1.16
Madhya Pradesh,Morena,Cotton(lint),2020,2,2,1
Madhya Pradesh,Narsinghpur,Cotton(lint),2018,13,20,1.54
Madhya Pradesh,Narsinghpur,Cotton(lint),2019,16,15,0.94
Madhya Pradesh,Narsinghpur,Cotton(lint),2020,11,10,0.91
Madhya Pradesh,Narsinghpur,Cotton(lint),2022,24,22,0.92
Madhya Pradesh,Neemuch,Cotton(lint),2012,118,82,0.69
Madhya Pradesh,Neemuch,Cotton(lint),2013,64,91,1.42
Madhya Pradesh,Neemuch,Cotton(lint),2014,5000,4000,0.8
Madhya Pradesh,Neemuch,Cotton(lint),2017,140,250,1.79
Madhya Pradesh,Neemuch,Cotton(lint),2018,189,188,0.99
Madhya Pradesh,Neemuch,Cotton(lint),2019,89,44,0.49
Madhya Pradesh,Neemuch,Cotton(lint),2020,70,34,0.49
Madhya Pradesh,Neemuch,Cotton(lint),2021,14,47.05,3.36
Madhya Pradesh,Panna,Cotton(lint),2019,1,,0
Madhya Pradesh,Raisen,Cotton(lint),2012,28,18,0.64
Madhya Pradesh,Raisen,Cotton(lint),2018,108,60,0.56
Madhya Pradesh,Raisen,Cotton(lint),2019,10,2,0.2
Madhya Pradesh,Raisen,Cotton(lint),2020,4,1,0.25
Madhya Pradesh,Raisen,Cotton(lint),2021,2,0,0
Madhya Pradesh,Rajgarh,Cotton(lint),2018,1,1,1
Madhya Pradesh,Ratlam,Cotton(lint),2012,22888,60948,2.66
Madhya Pradesh,Ratlam,Cotton(lint),2013,20927,41329,1.97
Madhya Pradesh,Ratlam,Cotton(lint),2014,11000,13000,1.18
Madhya Pradesh,Ratlam,Cotton(lint),2015,23000,25000,1.09
Madhya Pradesh,Ratlam,Cotton(lint),2016,28000,32000,1.14
Madhya Pradesh,Ratlam,Cotton(lint),2017,29400,46800,1.59
Madhya Pradesh,Ratlam,Cotton(lint),2018,1934,3100,1.6
Madhya Pradesh,Ratlam,Cotton(lint),2019,21103,13865,0.66
Madhya Pradesh,Ratlam,Cotton(lint),2020,18306,14645,0.8
Madhya Pradesh,Ratlam,Cotton(lint),2021,15500,84794.11,5.47
Madhya Pradesh,Ratlam,Cotton(lint),2022,15334,15748,1.03
Madhya Pradesh,Rewa,Cotton(lint),2019,7,3,0.43
Madhya Pradesh,Rewa,Cotton(lint),2021,1,5.88,5.88
Madhya Pradesh,Sagar,Cotton(lint),2019,6,5,0.83
Madhya Pradesh,Satna,Cotton(lint),2021,21,76.47,3.64
Madhya Pradesh,Sehore,Cotton(lint),2019,1,,0
Madhya Pradesh,Sehore,Cotton(lint),2021,1,5.88,5.88
Madhya Pradesh,Seoni,Cotton(lint),2015,1000,1000,1
Madhya Pradesh,Seoni,Cotton(lint),2018,78,105,1.35
Madhya Pradesh,Seoni,Cotton(lint),2019,86,63,0.73
Madhya Pradesh,Seoni,Cotton(lint),2020,72,52,0.72
Madhya Pradesh,Seoni,Cotton(lint),2021,58,441.17,7.61
Madhya Pradesh,Seoni,Cotton(lint),2022,112,144,1.29
Madhya Pradesh,Shahdol,Cotton(lint),2019,2,2,1
Madhya Pradesh,Shahdol,Cotton(lint),2021,1,5.88,5.88
Madhya Pradesh,Shajapur,Cotton(lint),2014,7000,6000,0.86
Madhya Pradesh,Sheopur,Cotton(lint),2012,617,778,1.26
Madhya Pradesh,Sheopur,Cotton(lint),2013,248,320,1.29
Madhya Pradesh,Sheopur,Cotton(lint),2014,5000,3000,0.6
Madhya Pradesh,Sheopur,Cotton(lint),2018,634,704,1.11
Madhya Pradesh,Sheopur,Cotton(lint),2019,507,361,0.71
Madhya Pradesh,Sheopur,Cotton(lint),2020,71,51,0.72
Madhya Pradesh,Sheopur,Cotton(lint),2021,39,129.41,3.32
Madhya Pradesh,Sheopur,Cotton(lint),2022,18,15,0.83
Madhya Pradesh,Shivpuri,Cotton(lint),2012,112,185,1.65
Madhya Pradesh,Shivpuri,Cotton(lint),2018,14,18,1.29
Madhya Pradesh,Sidhi,Cotton(lint),2018,3,1,0.33
Madhya Pradesh,Sidhi,Cotton(lint),2019,2,2,1
Madhya Pradesh,Sidhi,Cotton(lint),2020,7,6,0.86
Madhya Pradesh,Sidhi,Cotton(lint),2021,1,5.88,5.88
Madhya Pradesh,Singrauli,Cotton(lint),2019,2,,0
Madhya Pradesh,Singrauli,Cotton(lint),2021,1,0,0
Madhya Pradesh,Tikamgarh,Cotton(lint),2018,3,4,1.33
Madhya Pradesh,Ujjain,Cotton(lint),2018,3,3,1
Madhya Pradesh,Ujjain,Cotton(lint),2020,3,1,0.33
Madhya Pradesh,Ujjain,Cotton(lint),2021,2,0,0
Madhya Pradesh,Umaria,Cotton(lint),2019,2,2,1
Madhya Pradesh,Vidisha,Cotton(lint),2018,2,2,1
Madhya Pradesh,Vidisha,Cotton(lint),2012,593642,1162620,1.96
Madhya Pradesh,Vidisha,Cotton(lint),2013,573812,1225443,2.14
Madhya Pradesh,Vidisha,Cotton(lint),2014,637000,738000,1.16
Madhya Pradesh,Vidisha,Cotton(lint),2015,562000,714000,1.27
Madhya Pradesh,Vidisha,Cotton(lint),2016,600000,947000,1.58
Madhya Pradesh,Vidisha,Cotton(lint),2017,603190,953120,1.58
Madhya Pradesh,Vidisha,Cotton(lint),2019,650305,838905,1.29
Madhya Pradesh,Vidisha,Cotton(lint),2020,588300,877706,1.49
Madhya Pradesh,Vidisha,Cotton(lint),2021,560346,4697841.02,8.38
Madhya Pradesh,Vidisha,Cotton(lint),2022,595034,890059,1.5
Madhya Pradesh,Agar malwa,Groundnut,2013,1077,1138,1.06
Madhya Pradesh,Agar malwa,Groundnut,2014,1000,1000,1
Madhya Pradesh,Agar malwa,Groundnut,2015,1000,1000,1
Madhya Pradesh,Agar malwa,Groundnut,2016,1000,1000,1
Madhya Pradesh,Agar malwa,Groundnut,2018,578,334,0.58
Madhya Pradesh,Agar malwa,Groundnut,2019,334,235,0.7
Madhya Pradesh,Agar malwa,Groundnut,2020,298,357,1.2
Madhya Pradesh,Agar malwa,Groundnut,2021,324,393,1.21
Madhya Pradesh,Agar malwa,Groundnut,2022,133,177,1.33
Madhya Pradesh,Alirajpur,Groundnut,2012,8670,9147,1.06
Madhya Pradesh,Alirajpur,Groundnut,2013,10067,8635,0.86
Madhya Pradesh,Alirajpur,Groundnut,2014,9000,17000,1.89
Madhya Pradesh,Alirajpur,Groundnut,2015,11000,11000,1
Madhya Pradesh,Alirajpur,Groundnut,2016,15000,18000,1.2
Madhya Pradesh,Alirajpur,Groundnut,2017,9690,12920,1.33
Madhya Pradesh,Alirajpur,Groundnut,2018,10293,17786,1.73
Madhya Pradesh,Alirajpur,Groundnut,2019,12072,14138,1.17
Madhya Pradesh,Alirajpur,Groundnut,2020,11340,24426,2.15
Madhya Pradesh,Alirajpur,Groundnut,2021,15822,24366,1.54
Madhya Pradesh,Alirajpur,Groundnut,2022,13262,26259,1.98
Madhya Pradesh,Anuppur,Groundnut,2012,594,759,1.28
Madhya Pradesh,Anuppur,Groundnut,2013,556,517,0.93
Madhya Pradesh,Anuppur,Groundnut,2014,1000,1000,1
Madhya Pradesh,Anuppur,Groundnut,2015,1000,1000,1
Madhya Pradesh,Anuppur,Groundnut,2016,1000,1000,1
Madhya Pradesh,Anuppur,Groundnut,2017,650,440,0.68
Madhya Pradesh,Anuppur,Groundnut,2018,153,148,0.97
Madhya Pradesh,Anuppur,Groundnut,2019,213,269,1.26
